Index,Lot,Time,pH,Temp,Current,Voltage
294,5,오후 4:54:21.9,2.99,27.66,3.8,3.78
295,5,오후 4:54:26.9,1.61,25.43,3.27,4.64
296,5,오후 4:54:31.9,2.27,22.0,3.91,4.91
297,5,오후 4:54:36.9,2.41,22.54,3.69,3.28
298,5,오후 4:54:41.9,1.77,23.89,3.7,4.26
299,5,오후 4:54:46.9,2.23,25.92,3.09,3.58
300,5,오후 4:54:51.9,2.57,23.39,3.37,3.23
301,5,오후 4:54:56.9,2.08,25.84,3.61,3.35
302,5,오후 4:55:02.0,2.82,27.68,4.43,3.88
303,5,오후 4:55:07.0,1.75,23.8,3.26,3.76
304,5,오후 4:55:12.0,1.76,25.49,3.13,4.83
305,5,오후 4:55:17.0,2.4,21.56,3.71,3.25
306,5,오후 4:55:22.0,2.32,21.96,4.22,3.24
307,5,오후 4:55:27.0,2.08,25.89,3.19,3.28
308,5,오후 4:55:32.0,2.76,25.44,3.26,4.1
309,5,오후 4:55:37.0,2.59,24.28,3.66,4.11
310,5,오후 4:55:42.0,1.6,24.4,4.15,3.66
311,5,오후 4:55:47.0,2.07,26.09,3.5,4.35
312,5,오후 4:55:52.0,2.19,24.97,3.59,4.56
313,5,오후 4:55:57.0,2.09,25.66,4.06,3.75
314,5,오후 4:56:02.0,2.72,22.2,4.23,3.87
315,5,오후 4:56:07.0,2.86,25.35,3.23,4.13
316,5,오후 4:56:12.0,2.67,27.24,3.77,3.92
317,5,오후 4:56:17.0,2.62,24.53,3.92,4.37
318,5,오후 4:56:22.0,2.21,25.21,4.25,3.24
319,5,오후 4:56:27.0,2.59,26.31,4.37,3.33
320,5,오후 4:56:32.0,2.77,24.57,4.33,4.07
321,5,오후 4:56:37.0,1.63,24.14,4.22,3.52
322,5,오후 4:56:42.1,2.83,24.0,4.38,3.16
323,5,오후 4:56:47.1,1.95,26.83,3.38,3.57
324,5,오후 4:56:52.1,2.85,24.27,3.89,4.68
325,5,오후 4:56:57.1,2.72,25.53,3.6,4.04
326,5,오후 4:57:02.1,2.31,23.66,4.39,3.59
327,5,오후 4:57:07.1,1.7,23.98,3.35,4.01
328,5,오후 4:57:12.1,2.69,24.53,4.48,3.85
329,5,오후 4:57:17.1,1.93,25.42,3.21,3.05
330,5,오후 4:57:22.1,2.22,22.29,3.98,3.5
331,5,오후 4:57:27.1,2.59,26.29,3.37,4.48
332,5,오후 4:57:32.1,2.05,21.29,4.13,3.97
333,5,오후 4:57:37.1,2.37,27.79,4.12,3.8
334,5,오후 4:57:42.1,2.41,21.55,4.0,3.36
335,5,오후 4:57:47.1,2.75,26.96,3.49,3.46
336,5,오후 4:57:52.1,2.42,24.87,3.46,3.61
337,5,오후 4:57:57.1,2.27,26.45,3.47,4.33
338,5,오후 4:58:02.1,1.64,22.78,3.88,3.15
339,5,오후 4:58:07.1,1.95,21.98,4.43,3.79
340,5,오후 4:58:12.1,2.46,22.71,3.21,3.22
341,5,오후 4:58:17.1,2.94,26.01,4.29,3.75
342,5,오후 4:58:22.2,2.14,23.46,3.99,3.88
343,5,오후 4:58:27.2,2.14,22.38,3.12,4.02
344,5,오후 4:58:32.2,2.73,24.65,3.04,4.96
345,5,오후 4:58:37.2,1.78,23.1,3.62,3.41
346,6,오후 4:59:04.4,2.94,24.17,3.43,3.91
347,6,오후 4:59:09.4,2.16,25.32,3.68,3.84
348,6,오후 4:59:14.4,2.92,22.48,3.59,4.59
349,6,오후 4:59:19.4,2.16,27.44,3.35,3.15
350,6,오후 4:59:24.4,1.93,25.79,4.26,4.02
351,6,오후 4:59:29.4,2.05,25.45,3.67,4.41
352,6,오후 4:59:34.5,2.97,22.35,4.16,3.8
353,6,오후 4:59:39.5,2.72,23.53,3.52,4.65
354,6,오후 4:59:44.5,2.61,22.64,3.03,3.61
355,6,오후 4:59:49.5,2.99,23.97,3.32,3.07
356,6,오후 4:59:54.5,2.19,21.52,3.58,3.91
357,6,오후 4:59:59.5,1.65,21.86,3.24,4.81
358,6,오후 5:00:04.5,2.76,23.23,3.84,3.23
359,6,오후 5:00:09.5,2.24,26.99,3.78,3.41
360,6,오후 5:00:14.5,1.99,27.39,3.78,4.36
361,6,오후 5:00:19.5,2.13,21.18,4.23,4.35
362,6,오후 5:00:24.5,2.44,25.26,3.5,3.19
363,6,오후 5:00:29.5,2.01,21.78,3.99,4.98
364,6,오후 5:00:34.5,1.87,25.15,4.1,3.47
365,6,오후 5:00:39.5,2.72,23.6,3.58,4.89
366,6,오후 5:00:44.5,2.42,23.38,3.96,3.39
367,6,오후 5:00:49.5,2.2,22.37,3.48,4.55
368,6,오후 5:00:54.5,2.99,24.98,4.48,3.95
369,6,오후 5:00:59.5,1.97,22.27,3.28,4.08
370,6,오후 5:01:04.5,2.67,27.49,3.47,3.63
371,6,오후 5:01:09.5,2.01,22.06,3.68,3.22
372,6,오후 5:01:14.5,2.6,25.47,4.49,4.66
373,6,오후 5:01:19.5,2.57,21.67,3.05,3.61
374,6,오후 5:01:24.6,2.07,21.51,4.03,3.67
375,6,오후 5:01:29.6,1.96,26.19,3.9,3.37
376,6,오후 5:01:34.6,2.9,21.52,3.83,4.0
377,6,오후 5:01:39.6,2.82,21.69,3.33,3.09
378,6,오후 5:01:44.6,1.59,21.23,4.27,4.2
379,6,오후 5:01:49.6,2.23,24.23,3.74,4.76
380,6,오후 5:01:54.6,2.43,23.13,3.28,3.29
381,6,오후 5:01:59.6,1.7,21.88,3.7,3.8
382,6,오후 5:02:04.6,2.72,26.1,4.31,3.79
383,6,오후 5:02:09.6,2.41,23.12,4.06,4.52
384,6,오후 5:02:14.6,1.69,26.23,3.67,4.63
385,6,오후 5:02:19.6,2.27,22.76,3.99,4.56
386,6,오후 5:02:24.6,2.46,25.6,3.78,3.23
387,6,오후 5:02:29.6,1.6,27.28,4.09,4.06
388,6,오후 5:02:34.6,2.31,24.18,3.49,3.07
389,6,오후 5:02:39.6,1.68,25.63,3.19,3.49
390,6,오후 5:02:44.6,2.92,25.31,4.14,4.27
391,6,오후 5:02:49.6,3.69,23.85,1.54,3.84
392,6,오후 5:02:54.6,2.54,21.79,3.24,3.02
393,6,오후 5:02:59.6,2.35,22.11,1.85,2.3
394,6,오후 5:03:04.6,2.21,25.1,3.16,4.14
395,6,오후 5:03:09.7,2.53,26.28,4.34,3.86
396,6,오후 5:03:14.7,2.21,25.56,3.42,3.29
397,6,오후 5:03:19.7,2.57,22.75,3.85,4.79
398,6,오후 5:03:24.7,2.15,26.71,3.8,3.73
399,6,오후 5:03:29.7,2.81,26.15,4.23,3.92
400,6,오후 5:03:34.7,2.54,25.9,3.62,4.74
401,6,오후 5:03:39.7,2.69,24.48,3.78,4.78
402,6,오후 5:03:44.7,2.63,25.3,3.77,3.51
403,6,오후 5:03:49.7,1.81,24.81,3.34,3.3
404,6,오후 5:03:54.7,2.71,24.01,3.79,4.72
405,6,오후 5:03:59.7,2.16,23.13,3.93,3.81
406,6,오후 5:04:04.7,1.94,25.88,3.29,3.27
407,6,오후 5:04:09.7,2.39,24.99,3.83,3.77
408,6,오후 5:04:14.7,2.68,23.19,3.05,4.44
409,6,오후 5:04:19.7,4.44,24.02,3.25,4.96
410,6,오후 5:04:24.7,1.57,26.03,4.01,4.97
411,6,오후 5:04:29.7,2.11,21.25,3.54,4.11
412,6,오후 5:04:34.7,2.33,24.22,3.51,3.53
413,6,오후 5:04:39.8,1.51,25.58,4.23,3.59
414,6,오후 5:04:44.8,1.99,24.79,3.38,3.46
415,7,오후 5:05:12.0,2.05,22.6,3.69,3.93
416,7,오후 5:05:17.0,2.58,24.51,3.8,3.01
417,7,오후 5:05:22.0,2.07,23.44,3.32,3.65
418,7,오후 5:05:27.0,2.29,23.43,3.03,4.89
419,7,오후 5:05:32.0,2.59,26.42,4.2,3.9
420,7,오후 5:05:37.0,1.52,21.06,3.67,4.52
421,7,오후 5:05:42.0,1.68,26.67,4.42,3.37
422,7,오후 5:05:47.0,2.64,24.13,4.24,4.16
423,7,오후 5:05:52.0,2.74,21.35,3.35,4.64
424,7,오후 5:05:57.0,2.46,27.87,3.98,4.82
425,7,오후 5:06:02.0,2.44,24.26,3.68,4.21
426,7,오후 5:06:07.0,2.24,27.0,3.86,4.74
427,7,오후 5:06:12.1,1.86,22.79,4.37,3.09
428,7,오후 5:06:17.1,2.93,21.3,3.55,4.05
429,7,오후 5:06:22.1,1.75,22.28,3.07,3.99
430,7,오후 5:06:27.1,2.89,22.42,4.12,4.55
431,7,오후 5:06:32.1,2.13,21.21,3.52,4.95
432,7,오후 5:06:37.1,2.98,25.55,4.47,4.2
433,7,오후 5:06:42.1,2.65,22.58,3.89,3.27
434,7,오후 5:06:47.1,1.94,24.69,3.44,4.52
435,7,오후 5:06:52.1,1.73,22.45,3.55,3.12
436,7,오후 5:06:57.1,2.66,26.7,4.4,4.89
437,7,오후 5:07:02.1,1.53,23.09,3.9,4.81
438,7,오후 5:07:07.1,2.43,21.21,3.99,4.15
439,7,오후 5:07:12.1,1.56,22.1,4.2,4.51
440,7,오후 5:07:17.1,1.94,25.14,3.92,4.39
441,7,오후 5:07:22.1,2.65,26.09,3.94,4.77
442,7,오후 5:07:27.1,2.78,23.47,3.65,3.53
443,7,오후 5:07:32.1,2.65,26.79,3.42,4.77
444,7,오후 5:07:37.1,2.9,24.91,3.84,3.25
445,7,오후 5:07:42.1,1.79,23.15,4.03,4.45
446,7,오후 5:07:47.1,2.6,22.72,3.39,3.29
447,7,오후 5:07:52.1,2.5,21.07,3.98,4.75
448,7,오후 5:07:57.1,1.68,23.74,3.95,4.69
449,7,오후 5:08:02.1,2.24,27.64,3.4,3.14
450,7,오후 5:08:07.2,2.47,24.44,3.64,3.78
451,7,오후 5:08:12.2,2.97,25.74,4.33,3.29
452,7,오후 5:08:17.2,2.28,22.93,3.23,4.36
453,7,오후 5:08:22.2,2.62,23.92,3.11,4.1
454,7,오후 5:08:27.2,2.31,24.24,3.07,4.57
455,7,오후 5:08:32.2,2.21,23.52,3.82,3.16
456,7,오후 5:08:37.2,1.55,22.73,3.9,3.67
457,7,오후 5:08:42.2,2.26,26.2,4.02,3.79
458,7,오후 5:08:47.2,1.6,24.99,3.11,4.08
459,7,오후 5:08:52.2,2.54,24.88,3.57,4.84
460,7,오후 5:08:57.2,2.13,25.99,3.52,4.35
461,7,오후 5:09:02.2,1.63,23.09,3.18,3.58
462,7,오후 5:09:07.2,2.45,25.7,3.91,3.87
463,7,오후 5:09:12.2,2.99,22.92,4.12,3.15
464,7,오후 5:09:17.2,2.13,23.2,4.36,4.67
465,7,오후 5:09:22.2,1.73,23.11,4.49,4.77
466,7,오후 5:09:27.2,2.05,25.64,3.07,4.6
467,7,오후 5:09:32.2,2.41,23.53,3.12,4.1
468,7,오후 5:09:37.2,2.27,27.41,4.02,3.3
469,7,오후 5:09:42.2,2.81,22.79,3.55,4.24
470,7,오후 5:09:47.3,2.1,23.28,3.14,4.78
471,7,오후 5:09:52.3,2.94,26.64,3.2,4.26
472,7,오후 5:09:57.3,2.32,22.33,4.34,3.78
473,7,오후 5:10:02.3,2.19,27.02,3.08,4.24
474,7,오후 5:10:07.3,2.97,27.66,3.82,3.03
475,7,오후 5:10:12.3,2.45,26.26,3.35,3.15
476,7,오후 5:10:17.3,1.83,22.03,3.87,4.07
477,7,오후 5:10:22.3,2.71,25.48,4.4,4.23
478,7,오후 5:10:27.3,1.61,22.43,3.8,3.75
479,7,오후 5:10:32.3,1.62,27.78,4.29,4.68
480,7,오후 5:10:37.3,2.2,21.52,3.04,4.69
481,7,오후 5:10:42.3,2.16,21.05,3.28,3.12
482,7,오후 5:10:47.3,2.4,25.97,3.94,3.3
483,7,오후 5:10:52.3,2.13,21.96,3.01,4.74
484,8,오후 5:11:18.2,2.51,24.48,3.72,3.81
485,8,오후 5:11:23.2,2.3,25.14,4.24,4.86
486,8,오후 5:11:28.2,2.41,27.5,3.09,3.65
487,8,오후 5:11:33.2,1.78,25.82,3.61,4.89
488,8,오후 5:11:38.2,1.97,26.41,3.37,3.96
489,8,오후 5:11:43.3,1.88,22.66,4.22,4.32
490,8,오후 5:11:48.3,2.16,22.59,3.06,3.47
491,8,오후 5:11:53.3,2.87,21.31,3.78,4.04
492,8,오후 5:11:58.3,2.34,23.02,3.09,3.1
493,8,오후 5:12:03.3,2.02,26.25,3.1,3.07
494,8,오후 5:12:08.3,1.84,22.3,4.27,4.88
495,8,오후 5:12:13.3,2.65,22.81,3.77,3.53
496,8,오후 5:12:18.3,1.72,27.12,3.1,4.05
497,8,오후 5:12:23.3,2.29,27.58,3.32,4.84
498,8,오후 5:12:28.3,1.64,24.29,3.96,3.45
499,8,오후 5:12:33.3,2.0,23.02,3.99,3.86
500,8,오후 5:12:38.3,2.94,26.26,4.32,4.0
501,8,오후 5:12:43.3,2.03,21.84,3.95,3.5
502,8,오후 5:12:48.3,1.73,25.37,3.85,3.53
503,8,오후 5:12:53.3,2.51,21.72,3.73,3.08
504,8,오후 5:12:58.3,2.12,27.49,3.46,4.65
505,8,오후 5:13:03.3,2.46,25.03,4.27,3.68
506,8,오후 5:13:08.3,2.4,25.83,3.37,4.96
507,8,오후 5:13:13.3,2.18,24.41,3.24,4.52
508,8,오후 5:13:18.4,2.96,23.96,3.96,4.82
509,8,오후 5:13:23.4,2.22,21.29,3.75,4.77
510,8,오후 5:13:28.4,1.93,23.88,3.25,3.66
511,8,오후 5:13:33.4,3.58,23.78,3.13,4.49
512,8,오후 5:13:38.4,1.92,27.74,3.62,4.72
513,8,오후 5:13:43.4,2.48,22.99,4.41,4.66
514,8,오후 5:13:48.4,1.97,24.57,3.26,4.78
515,8,오후 5:13:53.4,2.18,24.71,4.45,4.89
516,8,오후 5:13:58.4,2.24,25.72,3.12,4.0
517,8,오후 5:14:03.4,1.8,27.15,3.34,3.19
518,8,오후 5:14:08.4,1.91,27.83,4.02,4.24
519,8,오후 5:14:13.4,2.1,21.86,3.1,4.68
520,8,오후 5:14:18.4,2.91,24.62,3.51,4.35
521,8,오후 5:14:23.4,2.59,25.08,4.11,4.03
522,8,오후 5:14:28.4,1.52,25.61,3.22,3.85
523,8,오후 5:14:33.4,2.01,21.19,4.17,3.32
524,8,오후 5:14:38.4,1.92,23.51,3.83,4.03
525,8,오후 5:14:43.4,2.53,26.06,3.78,3.18
526,8,오후 5:14:48.5,2.83,23.43,4.07,4.71
527,8,오후 5:14:53.5,2.32,23.03,3.22,4.62
528,8,오후 5:14:58.5,1.92,27.87,3.85,3.52
529,8,오후 5:15:03.5,2.86,24.83,4.2,3.02
530,8,오후 5:15:08.5,2.69,27.3,4.13,3.68
531,8,오후 5:15:13.5,1.8,21.12,3.07,4.34
532,8,오후 5:15:18.5,1.75,26.28,4.06,3.33
533,8,오후 5:15:23.5,1.62,21.09,4.2,4.91
534,8,오후 5:15:28.5,1.61,21.34,4.23,4.74
535,8,오후 5:15:33.5,3.58,23.78,3.13,4.49
536,8,오후 5:15:38.5,3.58,23.78,3.13,4.49
537,8,오후 5:15:43.5,2.59,23.58,4.21,3.9
538,8,오후 5:15:48.5,2.47,27.82,4.14,3.74
539,8,오후 5:15:53.5,2.09,23.42,3.58,4.84
540,8,오후 5:15:58.5,1.74,24.53,3.11,4.75
541,8,오후 5:16:03.5,2.88,21.99,3.26,4.15
542,8,오후 5:16:08.5,2.1,23.2,3.43,4.37
543,8,오후 5:16:13.5,1.56,24.67,3.24,4.7
544,8,오후 5:16:18.5,2.69,24.8,4.45,4.59
545,8,오후 5:16:23.5,2.21,25.91,3.9,4.14
546,8,오후 5:16:28.5,2.82,25.36,3.1,4.18
547,8,오후 5:16:33.6,2.84,27.51,3.3,3.23
548,8,오후 5:16:38.6,2.86,25.32,4.1,4.16
549,8,오후 5:16:43.6,3.58,23.78,3.13,4.49
550,8,오후 5:16:48.6,2.98,25.82,3.62,3.48
551,8,오후 5:16:53.6,2.81,25.69,3.65,4.11
552,8,오후 5:16:58.6,2.66,23.47,3.13,4.28
553,9,오후 5:17:26.2,2.79,21.39,4.33,4.57
554,9,오후 5:17:31.2,1.56,22.88,3.01,3.03
555,9,오후 5:17:36.2,2.27,25.01,3.1,4.85
556,9,오후 5:17:41.2,1.73,26.36,3.79,4.16
557,9,오후 5:17:46.2,2.31,23.14,4.42,4.04
558,9,오후 5:17:51.2,1.86,21.83,4.43,3.68
559,9,오후 5:17:56.2,1.54,25.2,4.06,3.76
560,9,오후 5:18:01.2,2.7,23.12,4.28,3.69
561,9,오후 5:18:06.2,2.69,23.42,4.39,4.44
562,9,오후 5:18:11.2,2.34,25.03,4.19,4.92
563,9,오후 5:18:16.2,2.06,23.43,3.03,4.25
564,9,오후 5:18:21.2,2.28,22.42,3.12,3.21
565,9,오후 5:18:26.3,2.78,24.77,3.89,4.01
566,9,오후 5:18:31.3,2.9,21.09,3.83,3.91
567,9,오후 5:18:36.3,2.94,23.28,3.4,3.08
568,9,오후 5:18:41.3,2.41,25.57,3.01,3.34
569,9,오후 5:18:46.3,2.29,23.38,4.0,3.2
570,9,오후 5:18:51.3,2.38,26.97,3.33,4.49
571,9,오후 5:18:56.3,1.93,23.3,3.29,3.61
572,9,오후 5:19:01.3,2.08,26.55,4.33,3.85
573,9,오후 5:19:06.3,2.29,24.05,3.14,1.62
574,9,오후 5:19:11.3,2.96,21.57,3.13,3.52
575,9,오후 5:19:16.3,2.46,21.82,3.56,4.24
576,9,오후 5:19:21.3,2.4,25.1,3.47,4.03
577,9,오후 5:19:26.3,1.97,23.87,3.69,4.51
578,9,오후 5:19:31.3,2.52,26.32,3.01,3.87
579,9,오후 5:19:36.3,2.11,23.48,4.48,3.19
580,9,오후 5:19:41.3,2.46,26.93,3.67,3.22
581,9,오후 5:19:46.3,2.08,27.67,3.14,4.61
582,9,오후 5:19:51.3,2.6,23.33,3.16,3.7
583,9,오후 5:19:56.3,2.7,24.71,3.96,4.98
584,9,오후 5:20:01.3,1.85,21.07,3.8,4.07
585,9,오후 5:20:06.3,2.69,21.67,3.31,4.79
586,9,오후 5:20:11.3,1.63,27.37,4.38,4.89
587,9,오후 5:20:16.3,2.77,27.58,3.85,3.59
588,9,오후 5:20:21.3,1.92,23.72,4.44,3.28
589,9,오후 5:20:26.3,2.83,26.68,3.42,4.98
590,9,오후 5:20:31.3,1.55,26.24,3.49,3.97
591,9,오후 5:20:36.3,1.94,22.77,4.24,3.48
592,9,오후 5:20:41.3,2.11,24.58,4.42,3.85
593,9,오후 5:20:46.4,2.64,25.45,3.58,2.3
594,9,오후 5:20:51.4,2.95,22.82,3.4,4.51
595,9,오후 5:20:56.4,2.57,25.81,3.08,4.39
596,9,오후 5:21:01.4,2.23,24.91,3.33,3.04
597,9,오후 5:21:06.4,1.53,22.51,4.09,3.76
598,9,오후 5:21:11.4,2.16,21.17,3.64,3.21
599,9,오후 5:21:16.4,2.07,27.32,4.42,4.09
600,9,오후 5:21:21.4,1.9,26.03,3.89,4.24
601,9,오후 5:21:26.4,2.44,22.12,3.88,4.67
602,9,오후 5:21:31.4,2.95,27.99,3.85,4.97
603,9,오후 5:21:36.4,2.99,21.41,3.05,3.73
604,9,오후 5:21:41.4,4.8,25.83,3.9,3.36
605,9,오후 5:21:46.4,2.26,22.86,3.04,4.09
606,9,오후 5:21:51.4,2.29,22.47,3.16,4.43
607,9,오후 5:21:56.4,1.64,22.95,3.83,3.27
608,9,오후 5:22:01.4,1.56,23.37,3.54,3.36
609,9,오후 5:22:06.4,2.81,21.13,3.66,3.39
610,9,오후 5:22:11.5,1.97,27.66,3.63,4.94
611,9,오후 5:22:16.5,2.29,24.7,3.35,3.49
612,9,오후 5:22:21.5,2.12,25.91,4.19,4.56
613,9,오후 5:22:26.5,2.73,25.82,3.77,4.01
614,9,오후 5:22:31.5,2.57,27.54,4.4,4.06
615,9,오후 5:22:36.5,2.51,25.65,3.22,4.8
616,9,오후 5:22:41.5,2.69,25.5,4.29,3.89
617,9,오후 5:22:46.5,2.51,23.41,4.13,4.23
618,9,오후 5:22:51.5,2.31,27.0,4.28,4.17
619,9,오후 5:22:56.5,1.88,24.11,4.11,3.71
620,9,오후 5:23:01.5,2.16,23.03,4.16,3.9
621,9,오후 5:23:06.5,2.96,22.99,3.72,4.7
622,10,오후 5:23:32.6,2.5,26.67,3.87,4.88
623,10,오후 5:23:37.6,1.99,24.8,4.05,3.12
624,10,오후 5:23:42.6,2.72,27.74,3.28,4.31
625,10,오후 5:23:47.6,1.8,23.55,3.75,4.59
626,10,오후 5:23:52.6,2.81,21.34,4.28,4.34
627,10,오후 5:23:57.6,2.93,26.11,3.97,4.87
628,10,오후 5:24:02.6,2.45,23.85,3.34,3.85
629,10,오후 5:24:07.6,2.2,24.24,3.78,3.43
630,10,오후 5:24:12.6,2.55,25.59,3.61,3.2
631,10,오후 5:24:17.6,1.64,22.22,4.01,3.72
632,10,오후 5:24:22.7,2.47,22.97,3.35,4.23
633,10,오후 5:24:27.7,2.32,26.1,3.45,4.32
634,10,오후 5:24:32.7,2.11,25.36,3.28,4.29
635,10,오후 5:24:37.7,1.86,26.4,4.3,3.43
636,10,오후 5:24:42.7,2.15,27.79,3.37,4.06
637,10,오후 5:24:47.7,2.16,26.84,3.59,3.91
638,10,오후 5:24:52.7,2.65,25.45,4.45,3.75
639,10,오후 5:24:57.7,2.69,24.47,3.66,4.88
640,10,오후 5:25:02.7,2.61,27.88,4.17,3.38
641,10,오후 5:25:07.7,2.37,24.87,3.27,4.33
642,10,오후 5:25:12.7,1.79,23.1,3.78,4.83
643,10,오후 5:25:17.7,1.72,27.25,4.05,3.3
644,10,오후 5:25:22.7,1.6,26.01,3.26,3.65
645,10,오후 5:25:27.7,1.92,21.22,4.26,4.29
646,10,오후 5:25:32.7,2.56,21.38,3.94,3.73
647,10,오후 5:25:37.7,1.56,27.31,3.1,4.96
648,10,오후 5:25:42.8,2.6,22.63,3.2,4.18
649,10,오후 5:25:47.8,2.39,25.18,3.57,3.12
650,10,오후 5:25:52.8,2.94,27.38,3.3,3.82
651,10,오후 5:25:57.8,2.78,23.83,3.21,4.32
652,10,오후 5:26:02.8,2.34,23.06,4.13,3.53
653,10,오후 5:26:07.8,2.16,21.86,4.46,3.31
654,10,오후 5:26:12.8,2.91,21.91,4.45,4.53
655,10,오후 5:26:17.8,1.68,21.89,3.74,4.55
656,10,오후 5:26:22.8,2.79,24.46,3.12,4.13
657,10,오후 5:26:27.8,1.83,23.16,3.02,3.41
658,10,오후 5:26:32.8,1.63,24.76,3.76,4.38
659,10,오후 5:26:37.8,1.88,24.09,3.82,3.91
660,10,오후 5:26:42.8,2.74,22.13,4.39,4.78
661,10,오후 5:26:47.8,1.61,22.51,4.17,3.88
662,10,오후 5:26:52.8,2.75,21.79,3.44,4.78
663,10,오후 5:26:57.8,1.95,26.66,3.18,4.53
664,10,오후 5:27:02.8,2.94,21.74,3.3,3.27
665,10,오후 5:27:07.8,1.57,25.74,3.17,3.75
666,10,오후 5:27:12.8,2.79,25.84,3.95,4.37
667,10,오후 5:27:17.9,1.94,24.03,3.25,3.27
668,10,오후 5:27:22.9,2.19,23.72,3.14,4.55
669,10,오후 5:27:27.9,2.42,25.55,4.36,3.88
670,10,오후 5:27:32.9,1.69,21.13,3.65,3.77
671,10,오후 5:27:37.9,2.55,26.81,3.17,4.13
672,10,오후 5:27:42.9,1.77,24.1,4.45,4.61
673,10,오후 5:27:47.9,1.73,27.16,3.7,4.15
674,10,오후 5:27:52.9,1.92,27.58,3.95,4.75
675,10,오후 5:27:57.9,2.51,26.87,4.14,3.16
676,10,오후 5:28:02.9,1.69,25.44,3.19,3.5
677,10,오후 5:28:07.9,2.98,24.18,3.94,4.77
678,10,오후 5:28:12.9,2.34,21.9,3.43,4.18
679,10,오후 5:28:17.9,1.55,26.73,3.2,3.92
680,10,오후 5:28:22.9,1.9,25.04,3.71,4.42
681,10,오후 5:28:27.9,2.22,25.57,3.94,3.4
682,10,오후 5:28:32.9,2.73,26.25,3.05,3.7
683,10,오후 5:28:37.9,2.96,23.45,4.11,3.13
684,10,오후 5:28:42.9,2.35,25.09,3.72,4.43
685,10,오후 5:28:47.9,1.8,26.07,4.18,3.22
686,10,오후 5:28:52.9,2.55,24.55,3.92,4.01
687,10,오후 5:28:57.9,2.46,22.34,3.28,4.91
688,10,오후 5:29:02.9,2.98,24.78,3.92,3.45
689,10,오후 5:29:07.9,1.77,23.03,3.43,3.09
690,10,오후 5:29:12.9,2.05,26.44,4.34,4.95
691,11,오후 5:29:40.2,2.74,26.01,3.59,4.46
692,11,오후 5:29:45.2,2.07,22.92,4.31,3.17
693,11,오후 5:29:50.2,2.0,24.32,3.05,4.66
694,11,오후 5:29:55.2,2.77,26.27,4.01,4.59
695,11,오후 5:30:00.2,2.08,26.48,4.21,4.26
696,11,오후 5:30:05.3,2.06,24.09,3.13,4.45
697,11,오후 5:30:10.3,2.51,24.98,3.92,3.16
698,11,오후 5:30:15.3,2.45,21.97,3.54,4.77
699,11,오후 5:30:20.3,2.26,25.72,3.79,4.99
700,11,오후 5:30:25.3,1.93,25.6,4.29,4.75
701,11,오후 5:30:30.3,2.5,26.13,3.05,4.85
702,11,오후 5:30:35.3,2.94,24.05,3.63,3.41
703,11,오후 5:30:40.3,2.53,21.51,3.04,3.22
704,11,오후 5:30:45.3,2.62,21.83,4.01,3.35
705,11,오후 5:30:50.3,2.64,22.26,4.02,3.96
706,11,오후 5:30:55.3,2.5,25.31,3.25,3.17
707,11,오후 5:31:00.3,2.21,26.15,3.51,3.56
708,11,오후 5:31:05.3,1.78,26.28,3.39,4.04
709,11,오후 5:31:10.3,2.99,27.15,3.11,3.76
710,11,오후 5:31:15.3,1.65,27.92,4.16,4.4
711,11,오후 5:31:20.3,1.72,25.76,3.48,4.89
712,11,오후 5:31:25.3,1.71,25.25,3.67,3.24
713,11,오후 5:31:30.4,1.8,23.6,3.13,3.63
714,11,오후 5:31:35.4,2.2,21.78,3.69,3.54
715,11,오후 5:31:40.4,1.75,21.06,3.94,3.27
716,11,오후 5:31:45.4,2.42,24.79,3.31,4.58
717,11,오후 5:31:50.4,1.72,25.93,4.4,3.97
718,11,오후 5:31:55.4,2.58,22.51,3.89,4.01
719,11,오후 5:32:00.4,1.9,22.47,3.97,4.45
720,11,오후 5:32:05.4,2.14,25.96,3.17,3.37
721,11,오후 5:32:10.4,2.69,19.16,2.24,4.11
722,11,오후 5:32:15.4,2.3,27.45,4.08,4.55
723,11,오후 5:32:20.4,2.39,23.74,3.62,3.36
724,11,오후 5:32:25.4,2.3,25.68,3.68,4.17
725,11,오후 5:32:30.4,2.0,25.87,3.57,3.54
726,11,오후 5:32:35.4,4.06,22.8,2.2,3.99
727,11,오후 5:32:40.4,1.63,24.3,3.38,4.0
728,11,오후 5:32:45.4,2.41,22.73,4.24,4.17
729,11,오후 5:32:50.4,2.62,24.23,4.11,4.55
730,11,오후 5:32:55.4,1.56,24.35,3.07,3.07
731,11,오후 5:33:00.4,1.63,26.01,4.25,4.88
732,11,오후 5:33:05.4,2.74,23.73,3.51,4.1
733,11,오후 5:33:10.4,1.64,27.61,3.9,4.27
734,11,오후 5:33:15.5,2.08,25.1,3.4,3.71
735,11,오후 5:33:20.5,2.63,23.52,4.25,4.45
736,11,오후 5:33:25.5,1.9,24.55,3.29,3.98
737,11,오후 5:33:30.5,2.57,23.92,3.03,3.98
738,11,오후 5:33:35.5,2.87,26.12,3.65,3.98
739,11,오후 5:33:40.5,2.02,27.01,3.56,3.39
740,11,오후 5:33:45.5,2.51,24.37,3.41,3.08
741,11,오후 5:33:50.5,2.57,22.69,3.59,4.64
742,11,오후 5:33:55.5,2.38,26.32,3.31,3.15
743,11,오후 5:34:00.5,2.07,22.93,3.81,3.51
